"","PD","SR","PE","PSV","MPD","MNTD","PSC"
"26586",1044.69997235772,47,15.3529285645736,0.648145049425158,89.6010464026389,29.9537446906319,0.216675721014865
"26587",949.06040161903,41,13.1501071369346,0.641007307465228,88.6143087130908,31.6972423029923,0.229287619999369
"26591",854.625638787111,30,11.0640136136075,0.717839592083116,99.2357785605792,39.6310294798554,0.286678075672945
"26759",1142.44672760006,53,16.6352923333412,0.634392397024541,87.6998484423985,29.4112331998301,0.212751367995154
"26760",1158.94128781443,55,16.7866512196854,0.630072920444347,87.102714171543,28.6159162052498,0.206998301558357
"26761",1166.14947903562,56,15.5725853038721,0.643248675073821,88.9241604712444,28.1828884035476,0.203865918207883
"26762",1121.29081619778,54,14.7388029746276,0.649872386417059,89.8398373987308,29.5079903608249,0.213451278067782
"26763",1272.25034360516,61,16.6872414909217,0.695861396117055,96.1974627416928,30.4008434035608,0.21990988879553
"26764",1307.3524076439,62,16.6147769756438,0.710263347045984,98.1884212078819,28.5124179504285,0.20624962858879
"26765",1276.38125144828,58,16.2993246248972,0.704394578815214,97.3771093340383,31.2885498733365,0.226331270875626
"26766",1064.02971178119,44,13.9192232155039,0.730230889030258,100.948779645343,34.6638169336714,0.25074686336562
"26934",1183.34357386502,56,16.9247724184925,0.627078604866022,86.688773172818,30.411364609433,0.219985995802912
"26935",1232.90882793895,60,16.5289781317093,0.631791053170549,87.3402327490016,28.7855993610647,0.208225734739417
"26936",1271.6087210037,63,16.935861520218,0.636915009426876,88.0485801207751,28.6142192659718,0.206986026447336
"26937",1448.84482558856,74,19.283299015916,0.67868693749126,93.823226503007,27.7925967578127,0.201042674415859
"26938",1469.04862500241,79,19.1356694113222,0.705354035778699,97.5097468477904,25.1291481982758,0.18177614720919
"26939",1609.52003394805,87,21.0999836953528,0.704935334192663,97.4518645878356,25.0767115970658,0.181396837760836
"26940",1642.19455706921,87,21.9412413381841,0.706234335726121,97.6314415155306,25.2792581188204,0.182861993923897
"26941",1515.23608990367,77,20.221486079495,0.719764324466444,99.5018579447297,25.9930860025904,0.18802559443508
"26943",802.725154416844,35,11.2612361693537,0.715827426359155,98.9576121924763,29.3077949434178,0.212003129034713
"27107",1087.63679532439,50,14.3810805862606,0.625561914791608,86.4791024858993,30.6339544423307,0.221596138809464
"27108",1218.65507825154,58,16.9594970033985,0.626089933398798,86.5520969795952,30.4044271721132,0.219935812620516
"27109",1251.16362317113,62,16.8463594941788,0.636688909661875,88.0173235748005,28.2520040443313,0.204365878445071
"27110",1342.40901479766,66,17.0804670300831,0.674425928832919,93.2341749707047,29.0824437005943,0.210373010880049
"27111",1355.89906670831,69,16.7817619040479,0.688012284833075,95.1123837381595,27.7501653568901,0.200735739357037
"27112",1597.60922866628,89,20.5069739383058,0.704158161721943,97.344426497128,24.1909274393525,0.17498936106574
"27113",1712.80675889708,98,23.0911573702442,0.70437478199536,97.3743725766166,23.1133635982579,0.167194612041197
"27114",1780.08130583008,101,25.258956453114,0.708444100085701,97.9369243686316,23.5106264970269,0.17006828362758
"27115",1713.77325523857,95,24.3837727667425,0.703533353747017,97.2580516210047,24.1213313793896,0.174485925631273
"27116",1488.8514559993,78,20.3897695407289,0.715497096975358,98.9119467068385,25.0391584107456,0.181125190131921
"27117",1246.29606914563,59,17.0496704194309,0.709323640079461,98.0585139786482,29.6400821495018,0.214406787432214
"27118",823.158956706534,34,10.0830814991534,0.707051519841366,97.7444109070188,31.4939102649308,0.227816781664884
"27119",824.245722511414,35,10.5376462913257,0.706824677601668,97.7130517196528,30.138039451884,0.218008849833515
"27284",1141.65846457545,55,14.9579805338301,0.655950083960348,90.6800321361287,28.2079793256016,0.204047417839503
"27286",1353.7138957028,70,16.3365655303161,0.690616009333516,95.4723285375382,25.8045075498429,0.186661478774786
"27287",1476.86225971831,80,18.3801379970644,0.698101926054612,96.5071986982965,24.9803156958338,0.180699540924729
"27288",1630.61189474878,93,21.1095164280355,0.706121986774987,97.6159101408904,22.6846230084768,0.164093240997989
"27289",1805.41103027866,104,24.2950031165741,0.709254725950922,98.0489871327139,22.7266078520378,0.164396945804992
"27290",1717.00655730765,97,22.6647585685258,0.707890416124834,97.8603818380451,23.6678522433074,0.171205603928907
"27291",1713.68598053565,96,22.7254976685803,0.699748974987227,96.7348904903876,23.7532162708297,0.171823099751321
"27292",1463.71963331202,73,18.9393879959254,0.717744636971031,99.2226517498265,26.9968462301088,0.195286471940376
"27293",1272.70506351873,61,16.7337252295695,0.713176340734404,98.5911200835088,28.7388742863878,0.207887740630512
"27294",962.861531242385,41,12.8638495315228,0.704846557282761,97.4395918658105,32.4744591309185,0.234909755672725
"27295",934.146904463972,39,12.3882906639225,0.713020406056647,98.5695633188466,32.7884811591325,0.23718128966891
"27461",1324.00351912115,67,16.2961823172312,0.704430959426101,97.3821386724667,26.8316257488426,0.194091320306598
"27462",1489.28009709897,79,18.6291520008308,0.701196080162835,96.934941602564,25.6339254472197,0.185427542902665
"27463",1655.98554929779,94,21.8403345876414,0.711195345444488,98.3172627871326,22.4277246193088,0.162234920969043
"27464",1759.42490565574,101,23.4236368649994,0.711221732133663,98.3209105430837,22.624594947536,0.163659017380215
"27465",1755.74042747854,100,23.2855432822746,0.707024183168386,97.7406318231449,23.0858454905415,0.166995554931911
"27466",1717.96801054048,93,23.3119940119468,0.6975449527506,96.4302014414292,25.2829862898236,0.182888962309604
"27467",1539.41706831498,80,21.014987964522,0.709969452345355,98.1477925357476,26.2107365820674,0.189600008476615
"27468",1223.93145218646,61,16.8833414098831,0.705243031212344,97.494401323961,26.948725175702,0.19493837976468
"27469",1032.74041706278,48,14.1745587409715,0.715900527034206,98.9677177961265,28.2021437827315,0.2040052054059
"27638",1435.15633148864,75,18.9552115272288,0.688296310627227,95.151648110207,25.5414560528443,0.184758649149813
"27639",1581.04444315583,89,20.1363203623542,0.710522618846294,98.224263531496,23.1785530086425,0.167666171194936
"27640",1653.33889411915,94,21.3468794410045,0.707151656622528,97.7582540434948,23.1282086903122,0.167301996645614
"27641",1762.59278064674,103,24.2701635976576,0.697627233718111,96.4415761495976,22.9279208766656,0.16585317924797
"27642",1704.52641034272,95,23.6084839966026,0.686931577928565,94.9629843566715,24.5370490618755,0.177493093166471
"27643",1480.32700338161,79,21.3762973930516,0.698610773387242,96.5775429113753,24.9629712946594,0.180574077124832
"27644",1212.85896335803,62,17.9805979177661,0.704715843903525,97.4215217508434,26.1329173222663,0.189037089068695
"27645",1061.26768523599,51,15.6855103470585,0.728716898369319,100.739482131485,27.5498520174272,0.199286737313876
"27814",1576.93208223802,89,20.328087577172,0.70092212292404,96.8970691305187,22.7774651658479,0.164764831198037
"27815",1710.53857542522,100,23.1881275875215,0.694254483528438,95.975319489121,22.5224462146356,0.162920106416643
"27816",1804.38394160346,107,25.6991216095386,0.689609169537423,95.3331407131928,22.5628014178123,0.163212022931099
"27817",1745.20526932432,101,26.7684707972608,0.696471295356989,96.281776600368,23.0994369823491,0.167093871396764
"27818",1513.96688042666,81,22.4928823087786,0.710458172808637,98.2153543646118,24.7739411318751,0.17920669393993
"27819",1221.06430588067,62,18.7948461747338,0.709641865461705,98.1025061795703,26.0207551381881,0.188225744031312
"27820",1060.42497222318,50,16.3260136089684,0.733065322677617,101.340618202141,28.5073746104391,0.20621314669513
"27990",1605.75473746087,92,21.7910663275968,0.688872520673454,95.2313046980886,22.9189083144447,0.16578798528182
"27991",1691.26592375474,101,23.7236223500281,0.694108308141584,95.9551118710392,22.0314364977517,0.159368300606386
"27992",1805.3419233804,107,26.8586819941105,0.691541729925106,95.600302258477,22.6153894379532,0.163592427695127
"27993",1769.92102557895,104,27.9526859905331,0.691983148415349,95.6613249549587,22.8614172709959,0.165372113629718
"27994",1644.19291363157,94,25.7738274748303,0.706643308422046,97.6879788315797,23.0670219794295,0.166859391728133
"27995",1272.68172235327,69,20.079928652133,0.696397242055392,96.2715393034566,23.3363650718447,0.168807732723631
"28164",1289.07397745651,68,16.9695143020201,0.685346331247285,94.7438362484278,25.2706556507098,0.182799766446177
"28165",1564.5918994066,87,21.6755452466982,0.676734457022808,93.5533111604318,24.9569168689192,0.180530281363196
"28167",1871.58869443354,115,29.4040263064382,0.687327009263144,95.0176496841164,21.4696368001248,0.155304422924097
"28168",1906.21258213752,116,30.2651257679744,0.695038192464565,96.0836611956793,21.842411100386,0.158000951892984
"28169",1831.98877523808,111,30.2345644782379,0.702661293666141,97.1374960511645,22.9004150464706,0.165654210950311
"28170",1624.65922309761,97,34.375365605871,0.701054431460993,96.9153597637181,22.1577294577519,0.160281863115841
"28171",1485.98942318333,86,40.7010879338919,0.710673369272219,98.2451036133891,22.1554573974204,0.160265427764749
"28341",1508.8992901309,84,20.7449501161467,0.675408266953508,93.3699756276781,24.6784274879295,0.178515779068269
"28342",1789.93375380363,107,27.0808022822955,0.677646384126533,93.6793780382227,21.8942333930714,0.158375817631749
