"","PD","SR","PE","PSV","MPD","MNTD","PSC"
"24494",408.681601719601,13,27.2228285754358,0.653245177214225,90.3060996728796,40.123667130129,0.2902416574279
"24495",114.8960234764,2,3.64442530526868,0.662241498391074,91.5497715823307,91.5497715823307,0.662241498391073
"24667",421.772578571998,14,31.5864875262351,0.631783778379734,87.3392270653664,39.1278304568909,0.283038096356806
"24668",408.681601719601,13,27.2228285754358,0.653245177214225,90.3060996728796,40.123667130129,0.2902416574279
"24669",438.088814558495,15,29.4887654803062,0.634408286723617,87.7020450705537,38.2550430938396,0.27672463427936
"24670",418.896012177474,14,26.7469365687318,0.586101110227842,81.0239510750549,45.3783365895699,0.32825224026415
"24671",340.943192001608,9,17.2794240474231,0.646350881646713,89.3530165665503,59.4944019473305,0.430363300863605
"24674",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"24675",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"24843",457.634848200877,18,39.5565198686349,0.682411924332749,94.3381771596995,26.6985646272804,0.193128799100942
"24844",457.634848200877,18,39.5565198686349,0.682411924332749,94.3381771596995,26.6985646272804,0.193128799100942
"24845",424.997837706097,14,25.125106529507,0.652872841733434,90.2546271688139,39.1174066216284,0.282962693696986
"24846",301.593829252833,7,12.4529544280427,0.711742408895339,98.3928900833503,66.692114631319,0.482429231236205
"24849",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"24850",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"24851",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25017",419.169185378984,15,27.1841699683626,0.679970030703373,94.000604228162,33.0646176780825,0.239178772119268
"25018",385.648474957322,12,21.2360516654968,0.684179195671403,94.582488770752,39.9199064663381,0.288767718553233
"25019",320.786631633854,8,15.1947833396171,0.758009273644581,104.788926740543,50.671717071606,0.366542846143217
"25020",249.820341163645,6,8.4703784211821,0.680097571074011,94.0182356992004,60.5496377068095,0.437996535752507
"25021",180.699203478411,5,3.53315430080821,0.520146356611016,71.9062158635662,45.0111101740776,0.325595842903008
"25022",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25023",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25024",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25025",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25192",197.884469181033,6,6.61521104936008,0.488440345649983,67.523104765392,42.6065740905372,0.308202204979322
"25193",180.699203478411,5,3.53315430080821,0.520146356611016,71.9062158635662,45.0111101740776,0.325595842903008
"25194",180.699203478411,5,3.53315430080821,0.520146356611016,71.9062158635662,45.0111101740776,0.325595842903008
"25195",180.699203478411,5,3.53315430080821,0.520146356611016,71.9062158635662,45.0111101740776,0.325595842903008
"25196",172.251595032213,4,3.08854332995571,0.579791562979054,80.151704906825,57.3555715558134,0.414891692155015
"25197",172.251595032213,4,3.08854332995571,0.579791562979054,80.151704906825,57.3555715558134,0.414891692155015
"25198",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25199",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25200",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25367",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25368",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25369",172.251595032213,4,3.08854332995571,0.579791562979054,80.151704906825,57.3555715558134,0.414891692155015
"25370",172.251595032213,4,3.08854332995571,0.579791562979054,80.151704906825,57.3555715558134,0.414891692155015
"25371",172.251595032213,4,3.08854332995571,0.579791562979054,80.151704906825,57.3555715558134,0.414891692155015
"25372",172.251595032213,4,3.08854332995571,0.579791562979054,80.151704906825,57.3555715558134,0.414891692155015
"25373",172.251595032213,4,3.08854332995571,0.579791562979054,80.151704906825,57.3555715558134,0.414891692155015
"25374",107.39812467222,2,1.48194519110755,0.553766738639232,76.5539739739713,76.5539739739713,0.553766738639232
"25544",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25545",172.251595032213,4,3.08854332995571,0.579791562979054,80.151704906825,57.3555715558134,0.414891692155015
"25546",172.251595032213,4,3.08854332995571,0.579791562979054,80.151704906825,57.3555715558134,0.414891692155015
"25547",153.173010463385,3,2.65493913520962,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25548",153.173010463385,3,2.65493913520962,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25549",107.39812467222,2,1.48194519110755,0.553766738639232,76.5539739739713,76.5539739739713,0.553766738639232
"25550",107.39812467222,2,1.48194519110755,0.553766738639232,76.5539739739713,76.5539739739713,0.553766738639232
"25551",107.39812467222,2,1.48194519110755,0.553766738639232,76.5539739739713,76.5539739739713,0.553766738639232
"25552",107.39812467222,2,1.48194519110755,0.553766738639232,76.5539739739713,76.5539739739713,0.553766738639232
"25553",107.39812467222,2,1.48194519110755,0.553766738639232,76.5539739739713,76.5539739739713,0.553766738639232
"25718",153.173010463385,3,2.47310511805804,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25720",107.39812467222,2,1.48194519110755,0.553766738639232,76.5539739739713,76.5539739739713,0.553766738639232
"25721",153.173010463385,3,2.65493913520962,0.62608324514046,86.5511723795442,81.5525731767577,0.589924991889846
"25722",107.39812467222,2,1.48194519110755,0.553766738639232,76.5539739739713,76.5539739739713,0.553766738639232
