"","PD","SR","PE","PSV","MPD","MNTD","PSC"
"33545",760.487569100347,37,4.15866929220739,0.530414287959094,73.3256780564722,28.0710171424626,0.203056677613533
"33546",779.344357364827,38,4.55242231469553,0.531294962223129,73.4474244705927,28.641419196572,0.207182781966061
"33716",775.130501105848,36,4.43052602729967,0.544578587628625,75.2837830718175,29.4423440846439,0.212976414094334
"33717",796.915055815953,39,4.89243679420694,0.529700411645394,73.2269901705333,28.052838243239,0.202925177324096
"33718",771.997554904609,37,4.39350579138515,0.53429412150286,73.8620350736211,28.6931785372875,0.207557192330595
"33719",779.344357364827,38,4.55242231469553,0.531294962223129,73.4474244705927,28.641419196572,0.207182781966061
"33720",789.717568273096,39,5.84907367822915,0.52483886845857,72.5549193785749,28.4389833663147,0.205718426509564
"33885",647.465565224926,30,3.5979571534587,0.490974606628746,67.8734467694787,31.8468870528023,0.230370101819124
"33886",698.885394824505,32,4.29282814058835,0.525850514521793,72.6947716322245,29.6047579691228,0.214151263712829
"33890",805.235804426689,36,4.38554244252748,0.552465470824828,76.3740837504416,31.983894315401,0.231361168135355
"33891",828.274604997259,39,4.72498064717027,0.542465614858449,74.9916809082725,29.6610202525367,0.214558246911443
"33892",798.094411789465,36,4.04018017307563,0.54725998023428,75.6544648867847,32.0999613831181,0.232200759840613
"33893",816.781909667725,37,4.42161885109219,0.549141784130658,75.914609739221,31.7221925014287,0.22946810168176
"33894",821.110796720007,38,4.45597509753887,0.54416662368866,75.226832239386,30.8565181424392,0.223206092779855
"33895",831.484007628276,39,5.75262646107249,0.537571665844519,74.3151302610397,30.5972849033135,0.221330883199928
"34057",618.82210378665,27,3.46833772276277,0.495236366207102,68.4626021106726,35.3982927365145,0.256059824258913
"34058",638.221074550276,29,3.5559367413012,0.495922145769481,68.5574058377784,32.9857178628664,0.238608036322243
"34059",677.223325175523,30,3.87345703023972,0.501383705407688,69.3124242692357,33.9145077711923,0.245326602736438
"34060",761.523970289324,34,4.57093068893784,0.545492222539573,75.4100860407648,31.4945667202306,0.22782153025064
"34061",765.263722980014,33,4.19781702658429,0.558571084433036,77.2181376681732,32.0883427006001,0.232116714041404
"34062",820.635237998573,36,4.74892781457637,0.552608753673358,76.393891497444,32.1996180744331,0.232921644179705
"34063",826.092260545163,37,4.63383358679502,0.550419828797943,76.0912895420517,32.2468407457131,0.233263237741829
"34064",807.042152738435,36,4.1126564745251,0.555087362068618,76.7365399617571,32.1829243645749,0.232800887270767
"34065",791.399298240104,35,3.67813273846034,0.558369503884066,77.1902707144131,32.7063281241154,0.236587021129877
"34066",773.74059918313,35,3.61292030278906,0.549956869761235,76.0272890314137,31.6254567022738,0.228768346133788
"34067",821.110796720007,38,4.45597509753887,0.54416662368866,75.226832239386,30.8565181424392,0.223206092779855
"34068",869.542116157935,42,6.62730957668876,0.536561634605118,74.1755012443096,28.7441329060555,0.20792577978788
"34229",555.217484581526,24,4.12673855341968,0.479075702406939,66.2285151754409,35.7149790321089,0.25835063070539
"34230",632.62460981122,27,4.54406465750519,0.502197595084188,69.4249382300156,36.9643179079141,0.267387944887736
"34231",637.480069123699,28,4.52521645818812,0.495139072495883,68.4491520066544,35.3081338408528,0.255407643908003
"34232",624.894495095268,27,3.45483228727973,0.495795929817979,68.5399574574547,35.8747928538722,0.259506672309415
"34233",624.894495095268,27,3.45483228727973,0.495795929817979,68.5399574574547,35.8747928538722,0.259506672309415
"34234",667.978834500874,29,3.83143661808222,0.506638821039317,70.0389034114871,35.1246358474078,0.2540802786505
"34235",757.515523853339,33,4.26258865540051,0.551437972077737,76.2320399857035,32.5233473967636,0.235263397608335
"34236",795.369026300855,33,4.1528334418121,0.567162639141436,78.4058537400324,34.8609429523352,0.252172809358881
"34237",822.083814109177,36,4.32549155325769,0.555763714587343,76.8300404728981,33.2107861999095,0.240236108027805
"34238",791.399298240104,35,3.67813273846034,0.558369503884066,77.1902707144131,32.7063281241154,0.236587021129877
"34239",791.399298240104,35,3.67813273846034,0.558369503884066,77.1902707144131,32.7063281241154,0.236587021129877
"34240",757.770839220756,33,3.18646560141673,0.564475282383931,78.0343474271426,32.6504414031923,0.236182754629102
"34241",790.913313037485,37,3.83969992034455,0.538195983732401,74.401437386415,30.5785190552313,0.221195137111896
"34242",869.542116157935,42,6.62730957668876,0.536561634605118,74.1755012443096,28.7441329060555,0.20792577978788
"34243",907.81910314492,43,7.19020644414444,0.543131269630836,75.0837025386184,29.5072501958127,0.213445923952985
"34402",555.217484581526,24,4.12673855341968,0.479075702406939,66.2285151754409,35.7149790321089,0.25835063070539
"34403",558.028458759294,25,4.13793765372951,0.470600533690551,65.0568885679387,34.0542953224135,0.246337780763178
"34404",612.73425983467,25,4.10291842493522,0.518631760582921,71.6968346623752,38.5512190886217,0.278867075829808
"34405",606.937207754966,24,3.37828691497222,0.523266592185603,72.3375643290889,39.964231738448,0.289088353264946
"34406",621.295586608043,26,3.43777584895165,0.503180448163315,69.5608100760289,37.9256130126854,0.274341643401415
"34407",621.295586608043,26,3.43777584895165,0.503180448163315,69.5608100760289,37.9256130126854,0.274341643401415
"34408",624.894495095268,27,3.45483228727973,0.495795929817979,68.5399574574547,35.8747928538722,0.259506672309415
"34409",709.037466531928,30,3.76594157277953,0.56607351533359,78.2552907866755,33.2472061892521,0.240499558475542
"34410",779.726171802524,32,3.71830970574734,0.571249356272811,78.9708108150691,35.5171038952002,0.256919265832536
"34411",783.753337061091,34,3.60243015252952,0.555015461920084,76.7266003216243,33.4612338774405,0.242047765690845
"34412",791.399298240104,35,3.67813273846034,0.558369503884066,77.1902707144131,32.7063281241154,0.236587021129877
"34413",757.770839220756,33,3.18646560141673,0.564475282383931,78.0343474271426,32.6504414031923,0.236182754629102
"34414",785.030002632688,35,3.75823993594288,0.551195824581839,76.1985649648952,32.3423683751202,0.233954253779804
"34415",840.525107522241,40,4.74803953417313,0.537512466913457,74.3069464661102,29.3081734173285,0.212005866792824
"34416",907.81910314492,43,7.19020644414444,0.543131269630836,75.0837025386184,29.5072501958127,0.213445923952985
"34417",869.542116157935,42,7.01134201897161,0.536561634605118,74.1755012443096,28.7441329060555,0.20792577978788
"34577",543.613122149435,24,3.75858669031217,0.476773652807523,65.9102746008019,34.3974250768781,0.24881987065605
"34578",543.613122149435,24,3.75858669031217,0.476773652807523,65.9102746008019,34.3974250768781,0.24881987065605
"34579",545.442884730863,24,3.06755348282112,0.470780414994385,65.0817557686774,34.7650222739775,0.251478950131661
"34580",621.295586608043,26,3.43777584895165,0.503180448163315,69.5608100760289,37.9256130126854,0.274341643401415
"34581",613.668771946911,25,3.40550259883138,0.512988417401177,70.9166860602346,38.9041876042657,0.281420336145425
"34582",605.652732109711,25,3.00325211288689,0.506415665367179,70.0080538636088,38.8880858219666,0.281303861049395
"34583",601.330257253287,25,2.88828549548749,0.508462357651605,70.290993261991,37.6138598410169,0.272086521581169
"34584",758.70952502538,30,3.62228857752336,0.574002968863881,79.3514764851473,37.1394072960158,0.268654485008205
"34585",772.350359521952,32,3.5361001489205,0.566753524313135,78.3492967752802,35.0561156276644,0.253584625496934
"34586",783.753337061091,34,3.60243015252952,0.555015461920084,76.7266003216243,33.4612338774405,0.242047765690845
"34587",759.399524454756,33,3.17517028224295,0.558263487923361,77.1756148267798,32.9992220187972,0.238705721027552
"34588",757.770839220756,33,3.18646560141673,0.564475282383931,78.0343474271426,32.6504414031923,0.236182754629102
"34589",810.32762383972,39,4.13176435697881,0.531514808083365,73.4778164625425,29.0047295467695,0.209810851774836
"34590",897.445892236651,42,5.89355508061082,0.549062055294757,75.9035878435335,29.7158413477002,0.21495480501942
"34591",907.81910314492,43,7.19020644414444,0.543131269630836,75.0837025386184,29.5072501958127,0.213445923952985
"34754",598.02591744858,24,2.97097886276662,0.516811284119599,71.4451678538272,39.9475373885828,0.288967591726404
"34755",598.02591744858,24,2.97097886276662,0.516811284119599,71.4451678538272,39.9475373885828,0.288967591726404
"34756",601.330257253287,25,2.88828549548749,0.508462357651605,70.290993261991,37.6138598410169,0.272086521581169
"34757",647.105143044453,26,3.10018031186816,0.521330779251899,72.0699531444422,39.6883179849136,0.287092482227703
"34758",747.097559581556,30,3.41601784541332,0.570729677660465,78.8989692612369,35.7096700068157,0.258312226929997
"34759",759.399524454756,33,3.17517028224295,0.558263487923361,77.1756148267798,32.9992220187972,0.238705721027552
"34760",759.399524454756,33,3.17517028224295,0.558263487923361,77.1756148267798,32.9992220187972,0.238705721027552
"34761",750.124878041744,32,3.11076301548591,0.561438323669835,77.6145113442998,33.4507823060713,0.241972162396981
"34762",778.638287314141,34,3.56006478774758,0.553530597691845,76.5213293120963,32.2401956080442,0.233215168960762
"34763",897.445892236651,42,5.89355508061082,0.549062055294757,75.9035878435335,29.7158413477002,0.21495480501942
"34764",897.445892236651,42,5.89355508061082,0.549062055294757,75.9035878435335,29.7158413477002,0.21495480501942
"34765",834.936924730834,39,5.1011980383819,0.54433997251342,75.2507963753537,29.7730915669314,0.215368934626864
"34929",598.02591744858,24,2.97097886276662,0.516811284119599,71.4451678538272,39.9475373885828,0.288967591726404
"34931",601.330257253287,25,2.88828549548749,0.508462357651605,70.290993261991,37.6138598410169,0.272086521581169
"34932",668.425957604722,27,3.03786623431761,0.532056910351068,73.5527579135133,38.3907449253197,0.277706257528229
"34933",705.090123762225,28,2.87772889831544,0.545419416909253,75.4000212247696,38.9360806253672,0.281651039966062
"34934",759.399524454756,33,3.17517028224295,0.558263487923361,77.1756148267798,32.9992220187972,0.238705721027552
"34935",759.399524454756,33,3.17517028224295,0.558263487923361,77.1756148267798,32.9992220187972,0.238705721027552
"34936",750.124878041744,32,3.11076301548591,0.561438323669835,77.6145113442998,33.4507823060713,0.241972162396981
"34937",848.017464357419,40,4.82835523548142,0.539654061223536,74.603005336456,29.7357332760023,0.215098696808302
"34938",906.492672424344,43,6.02097451987409,0.544634240579596,75.2914766623907,29.4363599070902,0.212933126485404
"34939",868.215685437358,42,5.84211009470126,0.538137921209915,74.3934106911928,28.6715547533158,0.207400772856786
"35106",653.316635673037,27,2.65262677618854,0.52904239055299,73.1360238374776,36.5430844937743,0.264340878330049
"35107",729.973745139266,31,3.01014048936516,0.525592422824401,72.6590924487228,36.5502515139936,0.264392722241039
"35108",759.399524454756,33,3.17517028224295,0.558263487923361,77.1756148267798,32.9992220187972,0.238705721027552
"35109",750.124878041744,32,3.11076301548591,0.561438323669835,77.6145113442998,33.4507823060713,0.241972162396981
"35110",750.124878041744,32,3.11076301548591,0.561438323669835,77.6145113442998,33.4507823060713,0.241972162396981
"35111",904.938249071829,42,5.9738707819191,0.551002175575665,76.1717944856586,30.1230412131037,0.217900357415113
