"","PD","SR","PE","PSV","MPD","MNTD","PSC"
"31771",448.085116605651,30,6.2629799168371,0.364801660568586,50.4310116159269,19.1084848995424,0.138224612176951
"31772",467.404558188778,33,6.39621592462344,0.374954656013375,51.8345848080404,16.0503306975563,0.11610291175072
"31773",598.264515341848,38,12.9837902128816,0.445911818546954,61.6438644105146,17.3295803376711,0.125356590747876
"31774",592.676332550441,37,7.39560742147376,0.449635795725818,62.1586754891484,17.7850698136045,0.128651454599855
"31945",466.663729471903,32,10.2898655608517,0.385162849402639,53.2457886895941,16.4608002233369,0.119072115814242
"31946",576.349421054491,35,7.23648707158074,0.425807567468295,58.8646069967815,21.3585896785938,0.154501143889276
"31947",592.676332550441,37,7.39560742147376,0.449635795725818,62.1586754891484,17.7850698136045,0.128651454599855
"31948",592.676332550441,37,7.39560742147376,0.449635795725818,62.1586754891484,17.7850698136045,0.128651454599855
"31949",565.929362164674,37,5.26498603121056,0.457361410430524,63.2266820445626,16.0834250118505,0.116342305338575
"32119",406.519335050802,23,9.19790774529806,0.372793320813925,51.5357969122301,24.5225891784636,0.177388495037041
"32120",404.655909989286,24,5.29603039530624,0.363826090221281,50.2961465513314,23.3327187637725,0.168781356507944
"32121",519.649667136363,31,6.61844621430016,0.411665306917585,56.9095487193694,21.6019364096795,0.156261435597681
"32122",595.9705033051,38,7.41913721257847,0.443134815952748,61.2599652531818,17.1876501512268,0.124329913589504
"32123",564.744963912122,36,5.24704060314159,0.447545526544785,61.8697119214256,16.7273568285203,0.121000300260492
"32124",574.452367375349,38,5.42888997756969,0.453638625881861,62.7120358378414,15.9816443379913,0.11560605679531
"32295",512.022783031615,31,5.90593646245491,0.442252105458581,61.1379373459748,18.1785349521558,0.131497654414614
"32296",560.607385363999,36,5.09362398227529,0.447450510964646,61.8565767514316,16.2676258787289,0.117674754955631
"32297",574.452367375349,38,5.42888997756969,0.453638625881861,62.7120358378414,15.9816443379913,0.11560605679531
"32298",574.452367375349,38,5.42888997756969,0.453638625881861,62.7120358378414,15.9816443379913,0.11560605679531
"32470",478.911092537814,29,3.72212935939156,0.447621124015336,61.880162687767,17.3986457454299,0.125856187615576
"32471",544.937802893675,35,4.34745338845032,0.443357441404843,61.2907415022348,16.7308733816904,0.121025737871097
"32472",577.746538130008,39,5.4524197686744,0.447361043655704,61.8442085870722,15.4457848073569,0.111729821908418
"32473",574.452367375349,38,5.42888997756969,0.453638625881861,62.7120358378414,15.9816443379913,0.11560605679531
"32474",574.452367375349,38,5.42888997756969,0.453638625881861,62.7120358378414,15.9816443379913,0.11560605679531
"32644",485.306144585285,30,3.76113984158427,0.461766894891669,63.8357062405805,15.9274156869484,0.115213784236879
"32645",544.937802893675,35,4.34745338845032,0.443357441404843,61.2907415022348,16.7308733816904,0.121025737871097
"32646",562.076955659684,38,4.70624917484942,0.443590412673442,61.322947980502,15.850832742417,0.114659807934578
"32647",577.746538130008,39,5.4524197686744,0.447361043655704,61.8442085870722,15.4457848073569,0.111729821908418
"32648",562.103683631677,38,5.25440895223982,0.447314148495436,61.8377256934129,15.4874161764807,0.112030969795431
"32819",487.103496091066,30,3.7676021774268,0.457932325348681,63.3056066218915,16.0803264600002,0.1163198914146
"32820",544.937802893675,35,4.34745338845032,0.443357441404843,61.2907415022348,16.7308733816904,0.121025737871097
"32821",562.076955659684,38,4.70624917484942,0.443590412673442,61.322947980502,15.850832742417,0.114659807934578
"32822",562.076955659684,38,4.70624917484942,0.443590412673442,61.322947980502,15.850832742417,0.114659807934578
"32992",448.124763251561,24,3.24676752044585,0.433435795942359,59.919150658082,24.3714728241846,0.176295368105542
"32993",465.611741052006,27,3.41259610319779,0.477981019900893,66.0771837749968,17.2390218046773,0.124701519549495
"32994",544.937802893675,35,4.34745338845032,0.443357441404843,61.2907415022348,16.7308733816904,0.121025737871097
"32995",562.076955659684,38,4.70624917484942,0.443590412673442,61.322947980502,15.850832742417,0.114659807934578
"32996",562.076955659684,38,4.70624917484942,0.443590412673442,61.322947980502,15.850832742417,0.114659807934578
"32997",562.87683645065,39,4.76407191835543,0.43704810141152,60.4185239854719,15.3002300964119,0.110676926109684
"33167",456.167461617138,25,3.33096354147797,0.475815454160702,65.7778110396085,19.1537546348908,0.13855207883089
"33168",469.940628104288,28,3.44396484995346,0.467488792008263,64.6267143174141,16.8678925417265,0.122016890249549
"33169",529.294948395343,34,4.03459629848369,0.443085535955615,61.2531526742479,16.8151992817208,0.121635724214308
"33170",562.076955659684,38,4.70624917484942,0.443590412673442,61.322947980502,15.850832742417,0.114659807934578
"33171",562.87683645065,39,4.76407191835543,0.43704810141152,60.4185239854719,15.3002300964119,0.110676926109684
"33172",562.87683645065,39,4.76407191835543,0.43704810141152,60.4185239854719,15.3002300964119,0.110676926109684
"33173",539.090490513705,37,4.36277422959887,0.429557606951487,59.3830209876671,14.868348704491,0.107552835517543
"33342",471.669699334139,29,3.47141042503046,0.46156185057107,63.807360447149,16.3712590844156,0.118424404116201
"33343",538.406607942097,35,4.21357281261071,0.435376630906937,60.1874560997038,17.0918643362361,0.123637029920351
"33344",567.051036658314,39,4.75106071537763,0.436805297272412,60.3849581888123,15.69948221049,0.113564987037559
"33345",567.850917449281,40,4.80888345888364,0.430616674829648,59.5294289409159,15.1664283939332,0.109709047780712
"33346",545.793642742187,39,4.43503134520408,0.419367825353514,57.9743623940352,14.4241688805933,0.10433978203801
"33347",539.090490513705,37,4.36277422959887,0.429557606951487,59.3830209876671,14.868348704491,0.107552835517543
"33516",453.942080297291,24,3.2958193431243,0.482922669314812,66.7603286340602,20.300781488292,0.146849300866098
"33517",474.914709102918,29,3.4878765355611,0.45746671136824,63.241239085791,16.6292811436415,0.120290852411662
"33518",532.398048972168,35,4.11226791442199,0.455930117050239,63.0288167909492,16.4323150768202,0.118866063458404
"33519",531.613983225349,37,4.19786638405827,0.438745389869977,60.6531610039292,15.1034490691671,0.109253475672996
"33520",567.850917449281,40,4.80888345888364,0.430616674829648,59.5294289409159,15.1664283939332,0.109709047780712
"33521",545.793642742187,39,4.43503134520408,0.419367825353514,57.9743623940352,14.4241688805933,0.10433978203801
"33522",544.064571512336,38,4.40758577012707,0.42274451315437,58.4411633988412,14.7388701069323,0.106616229134209
"33689",422.069739404857,20,3.0575449821487,0.474377865055302,65.5790754506302,27.6180246445942,0.199779876094935
"33690",463.245048348204,26,3.37199963040817,0.459220565473993,63.4836958680382,19.3851661599355,0.140226035111084
"33691",468.291484572283,28,3.41668777883442,0.438650293545893,60.6400146717083,18.1182919814498,0.131061876208963
"33692",530.668977742317,34,4.08392248442442,0.460449439974097,63.6535782750773,16.8431031002646,0.121837571431225
"33693",520.888063167907,35,3.97813853371506,0.451865361323213,62.46689571042,15.774601602291,0.114108376471795
"33694",514.00808083307,37,3.85054351600554,0.424119039568711,58.6311810579166,13.5730141701277,0.0981828035870649
"33695",545.793642742187,39,4.43503134520408,0.419367825353514,57.9743623940352,14.4241688805933,0.10433978203801
"33696",544.064571512336,38,4.40758577012707,0.42274451315437,58.4411633988412,14.7388701069323,0.106616229134209
"33864",416.315340525375,22,2.79493893741877,0.417812753512605,57.7593857243833,26.0380831007918,0.188351088919895
"33865",442.707787129557,26,3.00892775423533,0.43141917490157,59.6403683768434,19.2944411970754,0.139569760012768
"33866",494.580940256342,29,3.56620149510374,0.435352892506452,60.1841744492072,20.3653012682528,0.147316016129486
"33867",521.455529837296,34,3.86863613373342,0.445313688096724,61.5611774961064,16.3011355764399,0.117917153293052
"33868",505.385930361334,34,3.68214885068375,0.437652919016836,60.502135347415,15.3558650190304,0.111079371182794
"33869",508.984838848559,35,3.77941664763577,0.434403369820316,60.0529102725597,14.418653696336,0.104299886975212
"33870",506.759457528712,34,3.74517230420266,0.438212518397427,60.5794956390837,15.0890520358382,0.10914933218078
"34037",376.922153872202,16,2.53690091902713,0.453506847594346,62.6938185075308,36.4708435082802,0.263818310357984
"34038",425.618308576287,24,2.85739569041588,0.395572945631148,54.6849040790486,24.568058027364,0.177717402014146
"34039",438.191511499612,26,2.95863964412275,0.377271544317183,52.1548767189381,23.6453768655148,0.171043024300263
"34040",502.724178275424,31,3.64817048933714,0.445576469126026,61.5975049435213,16.9755749473735,0.122795830015684
"34041",497.101717230961,33,3.57594099003794,0.444735980640854,61.4813139029085,15.3191207389784,0.110813574920735
"34042",489.464847749248,33,3.56731877844355,0.440584539353368,60.9074092132595,14.8562801643291,0.107465535593337
"34043",494.522341478424,32,3.65132378296974,0.445061674185139,61.5263385195439,16.1811791149692,0.117049426968748
"34044",494.522341478424,32,3.65132378296974,0.445061674185139,61.5263385195439,16.1811791149692,0.117049426968748
"34212",398.083305688055,19,2.67092358639433,0.454816157416307,62.8748204764836,28.58438415059,0.206770208852451
"34213",429.144731311919,25,2.89130360133542,0.385209220996469,53.2521992042377,23.86744952512,0.172649426242144
"34214",446.714516710286,27,3.12254359048188,0.375075104575683,51.851235891359,23.2220577003179,0.167980870092642
"34215",507.427304782671,32,3.69212494267589,0.436870284985309,60.3939422381143,16.739033636971,0.121084766523937
"34216",497.101717230961,33,3.57594099003794,0.444735980640854,61.4813139029085,15.3191207389784,0.110813574920735
"34217",487.239466429401,32,3.55058658806876,0.44446880332201,61.4443787024241,15.5822542271749,0.11271699764357
"34218",494.522341478424,32,3.65132378296974,0.445061674185139,61.5263385195439,16.1811791149692,0.117049426968748
"34385",325.438735955387,17,2.20861746786983,0.402615186911783,55.6584395373915,23.8005397953975,0.172165422853578
"34386",418.601171500106,22,2.81895962383805,0.41558742918268,57.4517518255773,26.8019845326591,0.19387690531593
"34387",437.667736522594,26,3.05520754769455,0.382538029096154,52.882927557987,23.4193075974307,0.169407712182619
